레시피_아이디,조회수,레시피_메인이미지,유저_아이디,제목,등록일,수정일,요약,인원수,소요시간,난이도
6900830,81432,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/26/338efdaf1f9d4c6074de3073b3a590df1.jpg,98378734,삼겹살 묵은지 찌개 ; 백종원 김치찌개 레시피(겨울 보양식),2018-11-26,2018-11-28,"추워진 날씨에 
뜨끈~~한 국물이 생각나서 
만들어 본
삼겹살 묵은지 찌개

여러 레시피들이 있지만
역시! 
백종원 레시피가 울 부부 입맛엔 딱인것 같아요.",4인분,60분 이내,아무나
6900875,58656,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/27/cbceb7599136357eee26bcc1a32738221.jpg,66744588,"일본 가정식, 돼지고기 생강구이!生姜焼き!",2018-11-27,2018-11-27,"날씨가 추워서 감기 걸리신 분들, 생강차를 많이들 달여 드시지요?
돼지고기에 짭쪼름한 양념과 함께 구워 낸다면 생강 특유의 향이 날아가서 아이들도 맛있게 잘 먹을 수 있답니다. 
*생강에는 단백질을 분해하는 효소와, 소화액 분비와, 장운동을 활발하게 하는 성분이 있어요. 생강을 많이 갈아 넣어도 맛있게 먹을 수 있는 음식을 준비했어요
따뜻한 성질의 생강으로 추운 겨울을 이겨내보아요!
지금 부터 生姜焼き (쇼가야키) 만드는 법을 잘 설명해 드릴게요!",3인분,10분 이내,아무나
6900903,15190,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/27/a548a0d02661affd2e5b930cf2caba4e1.jpg,engel282,부드럽고 깔끔하게 만든 '애호박새우볶음',2018-11-27,2018-11-28,"호박과 새우를 함께 볶아서 드셔보셨어요? 부드러운 호박과 탱탱한 새우를 함께 볶으면 다른 감미료없이도 담백하고 맛있는 나물이 완성되요. 맵지않아서 온가족이
함께 먹을수 있는 최대의 장점! 지금 시작할까요?",4인분,15분 이내,아무나
6900906,23072,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/27/ebb2875c144d05c395012d954d6dee3d1.jpg,jun8707,"떡국떡 간장 볶음 , 아이 떡볶이",2018-11-27,2018-11-28,간식,2인분,60분 이내,아무나
6900932,174340,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/28/405922e6c9dc0dd620d9b6e178c3725b1.jpg,nayajin0924,소불고기 만드는 법 실패 없는 황금 레시피,2018-11-28,2018-11-28,제가 요즘 가장 자주 만들고 있는 메뉴 중 하나가 바로 소불고기에요 ㅎㅎ 정말 만만하게 만들면서 맛있게 먹을 수 있는 요리 중 하나잖아요 아이도 어른도 좋아하기 때문에 한번 양념에 재워놓고 틈틈이 먹으면 소고기 한 근이 게눈 감추듯이 사라지더라고요 저녁 메뉴로 어떠세요?,6인분 이상,90분 이내,초급
6900945,70774,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/28/40447485d42830ffaf1eba6115ed94301.png,gdubu33,김치제육볶음으로 내일없이 달릴사람 여기붙어라~♥,2018-11-28,2018-12-13,"오늘저녁 매콤한 김치제육볶음으로 
내일없이 달릴사람 고고고 풍미작렬 목전지와
김치의 양보없는 조합♥

세상의 모든 레시피 만개의레시피",2인분,30분 이내,초급
6900955,60450,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/28/a6b43ee734d4864413f423bb7bf7f99c1.png,gdubu33,참치마요덮밥 ☆ 마요시리즈의 기본!,2018-11-28,2018-11-28,"마요시리즈의 기본! 참치마요덮밥!
만들기도 쉽고 먹을때는 행복하고 치울때는 
별로 치울게 없으니깐 더 행복하고! (자취하시는분들은 아시죠? 걍.... 팬채 먹는거...하하하하하하하하하하하하하하)

세상의 모든 레시피 만개의레시피",1인분,30분 이내,아무나
6900994,31656,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/9b73555e7dd01d538ca6833fcfc3edda1.jpg,30612010,스테이크용 척아이롤으로 갈비찜 만드는 방법. 40분 완성! 초초초간단 갈비찜 만들기,2018-11-29,2018-11-29,"저는 보시다시피 덮밥으로 만들어먹었구요.
명절이나, 특별한 날에만 갈비찜을 해먹잖아요?
은근히 번거롭고 까다로운 음식인데요.
핏물빼고, 고기 양념에 재우고 이런거 없이 
정말 간단하게 만드는 방법 알려드릴께요. 
사실 부위도 갈비 부위가 아니라, 저렴한 스테이크용 척아이롤을 사용했구요.
진짜 말안해주면 아무도 모를꺼에요.
혼자사는 자취생분들! 
저녁메뉴로 고민하시는 주부님들도 만들어보시면 아주 좋을거 같아요.
그럼 만들어봅시닷!",2인분,60분 이내,초급
6900996,53158,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/9e57d4f06b585aa8b6f9c9145c3d06a21.jpg,jun8707,매운 어묵꼬치,2018-11-29,2018-11-29,어묵,3인분,60분 이내,아무나
6900998,52615,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/446218a198d1330b88605393a92e3d671.png,gdubu33,간장기름떡볶이 ☆ 달달짭쪼롬한게 우리입맛에 딱!,2018-11-29,2018-11-30,"쫄깃쫄깃한 떡을 달달달달 볶으면
우리입맛에 딱! 맞는 간장기름떡볶이 완성☆",,,
6901011,51046,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/4857014ca563df983871fb8d303901fe1.jpg,pnpoongnyun,손쉽게 만드는 인기 밑반찬! 계란장조림 마약계란 만드는 법,2018-11-29,2018-12-03,"얼마 전에 계란 삶는 법을 알려드렸는데요.
오늘은 삶은 반숙 계란을 활용한 초간단 인기 밑반찬!
마약계란을 만들어 보았어요-

따끈따끈 갓 지은 압력솥 밥에 짭쪼름한 간장양념에 재워둔 고소한 마약계란을 곁들이면 밥도둑이 따로 없다니까요~",4인분,2시간 이상,아무나
6901012,34819,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/8480aa062b283c4b769e17a3f84084911.jpg,ksy9623,파는것처럼 맛있는 백종원 양념치킨 소스 만들기,2018-11-29,2018-12-03,최근 간식으로 먹으려고 치킨너겟을 한봉지 사 뒀는데 갑자기 양념치킨이 땡기더라구요. 그래서 백주부님 양념치킨소스를 만들어서 치킨너겟에 양념해 먹었는데 정말 파는것처럼 맛있었어요^^,2인분,30분 이내,아무나
6901022,81007,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/3d9bdddbd853d92cd2aecf9982e21f751.jpg,jun8707,알배기 겉절이 - 배추 무침 만드는 법,2018-11-29,2018-12-03,밑반찬,3인분,30분 이내,아무나
6901029,23916,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/b1ee25012c9989a9e7cd06e847140f8b1.jpg,27854893,매콤한 감자조림 매콤해서 더 맛있어요,2018-11-29,2018-12-03,간장 말고 고추장으로 매콤하게 맛을 낸 감자조림으로 입맛 돋우어 보세요.,6인분 이상,30분 이내,아무나
6901041,35420,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/30/537edfdab943a67cbd001b5513c02de01.jpg,37279613,해독작용~중금속배출에 좋은 미나리된장무침~~,2018-11-30,2018-11-30,"해독작용에 좋고 간기능향상에도 좋고 중금속배출에 좋다는 미나리~~아이들은 안먹는 채소중하나이죠?
살짝 데쳐서 된장에 쪼물거리면 짭조롬하면서도
아삭함식감에 잘먹네요~~매운거 못먹는 아이들 좋아해요~",3인분,15분 이내,아무나
6901043,35222,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/25/b1d7e9ad0fb66296465659cf990fb9dd1.jpg,rh0301,등갈비 간장양념 구이,2018-11-30,2018-12-03,"새로 오픈하는 동네 마트에 들였다가 등갈비에 꽂혀서 ㅋ~
오늘은 간장양념으로 조려 봤습니다.",2인분,60분 이내,초급
6901103,125811,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/01/e7e13525ff58288c11525a4bccf5e07e1.jpg,ksy9623,고깃집에서 먹던 '양파 간장소스'황금 레시피,2018-12-01,2018-12-03,고깃집에서 먹는 양파 간장소스는 톡 쏘는 겨자맛이 느껴지면서 참 맛있죠!집에서도 간단히 만들어 고기와 곁들여 드시면 고기맛을 한층 올려준답니다^^,1인분,10분 이내,아무나
6901111,18933,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/01/f4872071f504727ddee2d42c3090ba981.jpg,engel282,양파로 감칠맛을 올린 업그레이드버전 '소고기카레',2018-12-01,2018-12-03,특별한 반찬이 없어도 한끼 뚝딱 할수있는 대표적인 메뉴가 바로 카레인것 같아요.채소와 고기가 고루 들어있어 영양적으로도 아주 우수하죠~ 오늘은 양파로 감칠맛을 끌어올리고 소고기를 넣어 끓인 카레를 소개할께요.,4인분,60분 이내,초급
6901125,46607,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/02/93f11e8c1349b54647b447a5c3015ae11.jpg,66744588,"일본 가정식, 간장 소고기덮밥 규동 (牛丼)",2018-12-02,2018-12-02,한우 꽃등심을 구워먹고 남은 고기로 규동을 해보았어요! 짭쪼름한 고기와 반숙 계란을 슥슥 비벼 먹으면 한 그릇에 밑반찬 필요없이 끝입니다!,2인분,15분 이내,아무나
6901168,48332,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/03/9e304001af0168ed93fe737cef4eb0641.jpg,kjo2456,아들녀석이 밥두공기 뚝딱한~돼지갈비김치찌개*^^*(김진옥요리가좋다),2018-12-03,2018-12-03,"생갈비 900g에 잘 익은 배추김치를 넣고 푹~~끓인 돼지갈비김치찌개!!!
아들녀석이 밥두공기 뚝딱한 인기만점 요리랍니다.",4인분,60분 이내,초급
6901221,39537,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/03/82eadad22e366049b4b9ac32e213dfdc1.jpg,hancy002,"통밀빵 만들기, 100% 통밀빵 만들기, 홈파티 크림치즈 통밀빵 만들기",2018-12-03,2018-12-14,"얼마전부터 100% 통밀빵을 만들고 있어요.
담백한 맛의 빵을 좋아하는 가족들을
위해서 시작하였는데 모두가 잘 먹고
게다가 몸에도 더욱 좋으니
보람이 많습니다^^
이번에는 좀 더 재밌는 맛을 위해서
크림치즈도 넣어 
맛있게 만들어 보았어요.
당뇨가 있으신 분들도
이 빵은 조금은 마음 놓고
드실 수 있고요.
다이어트에도 도움이 되는 빵입니다.
포털사이트 메인에 등극 레시피!!
그럼 100% 통밀로 만든 통밀빵!!
시작합니다!",6인분 이상,2시간 이상,아무나
6901231,101505,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/03/4b0a06251b97121cdacb5bfcf6cd8a101.jpg,ksy9623,이하늬 건강 다이어트 요리 '단호박 스프' 초간단 레시피,2018-12-03,2018-12-04,평소 제가 정말 좋아하는 연예인중 한분이 미스코리아 이하늬씨인데요. 이하늬씨가 다이어트 음식으로 즐겨먹는다는 건강다이어트요리 '단호박스프'를 소개합니다,2인분,30분 이내,아무나
6901248,79681,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/03/f614271c9dc5d048f4a42af1003d4a3c1.jpg,98924365,두부 김치전,2018-12-03,2018-12-04,김치전에 두부를 넣은 김치 두부전~,4인분,15분 이내,아무나
6901275,79730,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/04/824e17447ab3ffb3311d6a7685bb1ba91.jpg,redlily,돼지고기 두루치기 수미네반찬 고추장불고기 어머!,2018-12-04,2018-12-05,"주말엔 특별하게 이번 주말엔 어떤 메뉴를 만들어 볼까? 매번 금요일이 되면 고민에 빠져요. 아이들이 좋아하는 고기요리, 남편이 좋아하는 해물요리.. 누구를 위해 만들것인가 고민을 하다가 이번엔 제가 좋아하는 고기요리 ㅋㅋ",3인분,30분 이내,초급
6901283,23438,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/04/c691ac06e4c7b830ee0cb572d48ed7741.jpg,bboeonni12,새우젓호박볶음 만드는법,2018-12-04,2018-12-04,"요즘같이 추운날씨에
따끈한 국물 자작하게 만들고 새우젓으로
감칠맛까지 내니 밥한공기는 뚝딱 먹을 수
있는 밑반찬이 되더라구요 ㅎㅎ

호박볶음만드는법
같이 한번 만들어 볼까요?",2인분,15분 이내,아무나
6901295,63517,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/04/60043ebbe4286a4f6331cf712306e9161.png,gdubu33,대만 유명샌드위치 홍루이젠 편의점 재료로 만들어보기!,2018-12-04,2018-12-04,"요즘에 부쩍 유행타고있는
홍루이젠샌드위치! 편의점 재료로
간단하고 맛있게 만들어볼까용? 


세상의 모든 레시피 만개의레시피",1인분,10분 이내,아무나
6901296,29728,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/04/0374e43ddb7a1f63ddfc04f7b7bfafaf1.jpg,kjo2456,개운하게 시금치된장국 끓이는법(김진옥요리가좋다),2018-12-04,2021-11-28,"요즘 시장에 가면 섬초(시금치)가 많이 보이죠??
제철 식재료로 개운하게 시금치 된장국 끓여보세요.",4인분,15분 이내,초급
6901297,180332,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/10/bd8253ea8659e49d1ef773fce36853d51.jpg,cindy5428,초간단 샤브샤브,2018-12-04,2018-12-04,추운 겨울엔 따뜻한 샤브샤브로 추위를 달래보아요~,3인분,30분 이내,아무나
6901332,63557,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/05/3357a4b292f20e44a44e150f91abc7d51.jpg,37279613,(한방수육) 쌍화탕으로 삼겹살수육 간단하게 만들기,2018-12-05,2018-12-15,"한방수육~한번씩 주문해먹을려면 비싸죠?ㅋ
누구나 집에서 손쉽게 따라할수있는~
쌍화탕만 있음 삼겹살수육을 한방수육으로
변신 시킬수 있답니다
김치와 찰떡궁합을 자랑하는 삼겹살수육
쌍화탕으로 간편하게 만들어보세요~",6인분 이상,120분 이내,아무나
6901345,39894,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/05/fc7619e8e72cbd0d495d20d0b4d873381.jpg,41762813,코울슬로 / 양배추샐러드 만들기 - 홈파티 간단 샐러드,2018-12-05,2018-12-05,"치킨이나 튀김류를 먹을 때 곁들여 먹기 좋은 코울슬로 > <

색감도 예뻐서 홈파티나 손님초대시 곁들임 샐러드로 좋습니다 :) 

아삭아삭 맛있는 샐러드 
양배추 샐러드 레시피 가져왔습니다 :D",4인분,30분 이내,아무나
6901348,63004,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/05/ce08c96f32963dc54ee590ceb986df611.png,gdubu33,스팸무스비 맛있다! 예쁘다! 간단하다!,2018-12-05,2018-12-13,"세상 만드는거 간편한데 예쁘기까지?
더군다나 먹어봤는데 맛있어...☆
도시락 메뉴? 실패없는 스팸무스비 너로 정했닷! 


세상의 모든 레시피 만개의레시피",2인분,30분 이내,초급
6901379,69203,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/05/0b4c7f3ae03b878f5632d87624ccf1301.jpg,77772297,마카로니샐러드(쫄깃한 마카로니 맛나요~),2018-12-05,2018-12-06,"못해서 굴러다니던 마카로니~~치우듯이 했는데 자주 해먹을듯ㅎㅎ 마카로니를 잘 삶는게 포인트♡
쫄깃한 식감이 넘 좋아요
한접시 먹으면 배도 불러요~",6인분 이상,30분 이내,초급
6901482,51078,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/07/41b022a1ffdbd321ddc6c650c15d22f51.png,gdubu33,목살폭찹 스테이크 챱챱챱챱 맛있어!!!!,2018-12-07,2018-12-14,"고기덕후들 모여라~~
챱챱챱챱 손을 멈출수없게 만드는 맛!

세상의 모든 레시피 만개의레시피",2인분,30분 이내,중급
6901493,98952,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/12/63227fa1c8ff8d477c0b08261b9d6b631.jpg,nayajin0924,아이들 국추천 오징어무국 만드는법,2018-12-07,2018-12-07,"아이들과 함께 먹을거라 고춧가루를 넣지 않고
만들어봤는데요 칼칼한 오징어무국을 찾으신다면
고춧가루와 청양고추를 넣으셔도 좋을것 같아요",3인분,30분 이내,초급
6901508,385364,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/07/e1dae5c068cc5ebfe147cb9ed06900611.jpg,hskim4127,"만물상, 시간은 반! 맛은 두 배! 초간단 우엉조림",2018-12-07,2018-12-10,"만물상, 시간은 반! 맛은 두 배! 초간단 우엉조림 만물상, 겨울 밑반찬으로 방송한 황지희 요리연구가의 시간은 반! 맛은 두 배! 아삭아삭 짭조름한 초간단 우엉조림 따라 해 보았습니다.",6인분 이상,30분 이내,초급
6901510,39865,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/07/78e9c06bb42653fd84141676411fd8ce1.jpg,ksy9623,백종원 고추장 짜파게티!이색적인데 참 맛있어요!,2018-12-07,2018-12-10,가끔 야식으로 짜파게티를 끓여먹는데요. 평소 끓여먹던 짜파게티가 아닌 조금 이색적인 짜파게티 레시피백주부님 고추장 짜파게티를 소개할께요.,1인분,15분 이내,아무나
6901523,23849,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/08/044a925aaa73b82dd42bf5f80a80ce0e1.jpg,kjo2456,실패없이 부드럽게~진미채볶음 만드는법(김진옥요리가좋다),2018-12-08,2021-10-07,"만만한 밑반찬 중에 한가지~진미채볶음...
부드럽게 실패없이 만들어보세요!!!",2인분,15분 이내,아무나
6901530,21822,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/08/c8f9a3869bcdc16f8a43bd92318022461.jpg,tlsghk9088,두부조림 황금레시피 실패하지 않으려면,2018-12-08,2018-12-10,잊을만 하면 한번씩 올리는 두부조림 포스팅 그만큼 자주 해먹는 반찬중 하나인데요. 저는 다른거 필요없이 요 반찬 하나만으로 밥 한공기를 뚝딱 비워버린답니다. ㅎㅎ 세상 간단하고 만만한 밑반찬 두부조림 황금레시피 알려드릴게요.,2인분,15분 이내,초급
6901583,69089,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/09/b84a079249e54167717573721eeb29d51.jpg,41762813,연말 홈파티 요리로 좋은 매운 등갈비찜 / 치즈 등갈비,2018-12-09,2018-12-10,"쏙쏙 발라먹는 재미와
매콤 달콤한 양념으로 술안주로도 좋은
매운 등갈비찜 / 치즈등갈비 레시피 가져왔습니다 :D",2인분,120분 이내,중급
6901617,76151,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/10/ec818819c65ff8c25135dc5fb4e9a18c1.jpg,98924365,고등어 무 조림 반찬,2018-12-10,2018-12-10,달큼한 가을 무로 밥 도둑 반찬 만들었어요,4인분,30분 이내,아무나
6901620,51524,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/25/062c9616c8b06581a8616bcdccc919261.jpg,38704968,시원한 국물 맛을 가진 이연복 짬뽕 만들기,2018-12-10,2018-12-11,기분 좋은 시원칼칼한 맛. 은은한 감칠맛과 끝맛이 깔끔해서. 다 마셔버릴 정도인걸요♥거기에 해산물들이 듬뿍 들어갔으니. 당연히 너무 맛있겠죠!!,3인분,30분 이내,중급
6901656,44035,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/10/5aa05dddda01d5d76779ae191d4475fa1.png,gdubu33,고구마사과카레 찰떡궁합 한그릇,2018-12-10,2018-12-10,"고구마와 사과와 카레?
찰떡궁합 한그릇임을 분명히 느끼실꺼에요♥

세상의 모든 레시피 만개의레시피",4인분,30분 이내,초급
6901660,29859,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/10/8873506b4e52de5a2d5467e3c07464851.jpg,engel282,묵은지와 쫀득한 삼겹살을 넣어 끓인 '김치청국장찌개',2018-12-10,2021-03-08,"재래방식으로 띄운 청국장과 쫀득한 삼겹살을 넣어서 찌개를 준비했어요. 추워진 날씨에 단백질 보충도 충분히하고, 뜨끈한 국물로 온 몸을 녹여요~",2인분,30분 이내,초급
6901667,190070,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/10/35e82c5f7dddf837acfb92a4911fd7101.jpg,kjo2456,답답했던 속이 뻥~~개운한 콩나물국밥 *^^*,2018-12-10,2018-12-11,"많은 분들이 콩나물국밥 소개해달라고 하셔서...
드디어...오늘 콩나물국밥 소개합니다!!
콩나물국밥...사진으로 보셨을때는 그냥 맑은 느낌이죠?
그런데요 굉장히 시원하고 개운합니다. 새우젓과 양념장을 풀어서 청양고추 총총 썰어 넣어 먹는 콩나물국밥~~
잘 익은 배추김치 총총 썰어 곁들여도 좋습니다.
출처: http://hls3790.tistory.com/1251 [김진옥 요리가 좋다]",4인분,60분 이내,초급
6901671,45960,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/05/4923720e6cff5639fe86c91a0e8b922b1.jpg,rh0301,코다리 콩나물 찜,2018-12-10,2021-03-05,찜용 콩나물을 손질하기 번거롭지만 머리 꼬리를 제거하고 코다리를 넣고 만들어 봤습니다.남은 국물에 밥도 비벼 맛나게들 먹었답니다.,4인분,30분 이내,중급
6901726,11188,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/10/ed42115fe0bb80638f768606a2782bea1.jpg,54464117,초간단!!설탕 식초로♡당근 무침♡人参の甘酢和え,2018-12-11,2018-12-11,"초간단 당근 무침^^
식초와 설탕맛ヽ(ﾟ∀｡)ﾉ치즈와 같이 먹어도 맛있어요♡",4인분,10분 이내,아무나
6901739,30914,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/11/4ec1a726bea3ef775557110c9de2e97d1.jpg,mk9689,황태해장국 끓이는 법 계란 넣어 든든하게,2018-12-11,2018-12-11,"술마신 
다음날 해장하기 딱 좋은
황태해장국 만드는 법~

황태나 북어를 넣어 
간단하게 끓인 해장국으로
계란을 풀어 넣어 숙취해소에 좋고

깔끔하고 시원한 국물 맛에
밥 한 그릇 뚝딱~!",2인분,20분 이내,초급
6901765,75577,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/11/aba220b09ea8eb1b504f6ed6c5d7d53e1.jpg,23678112,황태국~맛있는 황태국은 이렇게 끓여요.,2018-12-11,2018-12-12,"사골국물에 끓였나고 묻는 황태국.
그 비밀을 알려드려요.",2인분,20분 이내,초급
6901766,215407,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/11/16cd58c4ada12e6416033f0d6038a2161.jpg,37279613,초간단/초스피드/사골 떡 만두국,2018-12-11,2018-12-17,"바쁘신 워킹맘들을 위한~
간단한그릇/영양만점인 사골 떡 만두국을 
소개하려합니다
후다닥~간편하게 해보세요
아이들에게 영양만점이고 
혼밥하시는분 들에게도 좋아요",4인분,15분 이내,아무나
6901810,203721,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/12/dccef0a7e887ca3ad7a66a44c0ef1c821.jpg,jh2y3,코다리조림 만드는법! 매콤하고 쫀득하게~,2018-12-12,2018-12-12,"지글지글 조려낸 코다리조림.
코다리 4마리 토막 내어 몽땅 조렸는데요.
밥반찬으로도 술안주로도 아주 좋았어요.
양이 많아서 남으면 어쩌나 
비려지면 어쩌나 
고민도 좀 했었는데요.
그럴 염려는 없더랍니다.
식어도 쫀득한 코다리살이 
아주 맛지고 비리지도 않았어요.",6인분 이상,30분 이내,아무나
6901814,73305,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/12/d6092035026a9ac6a1560790a93644d91.jpg,44805787,쉬운 밑반찬 무우 생채무침 만들기,2018-12-12,2018-12-12,"요즘 무우가 달고 맛있어서 초간단 밑반찬 무우 생채무침 만들었어요~ 
참기름 한방울 고추장 넣고 비빔밥에도 좋으네요^^",6인분 이상,30분 이내,아무나
6901822,41281,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/12/57ee955477765269ab191e76095d68191.jpg,66744588,"일본가정식, 서양에는 없는 일본의 서양파스타 나포리탄 ( ´ ▽ ` )ﾉ",2018-12-12,2018-12-12,"심야식당에서 ""마스타, 나포리탄 히토츠"" 라고 하는 장면 아실까요?
ナポロタン(나포리탄)이라고 하는 파스타 입니다!
재료는 전부 서양에서 온 것들인데, 서양에서는 만들지 않는 일본식 파스타입니다. 제가 알려드릴 레시피는 제가 만든 레시피이고, 일본 어느 가게에서 먹는 것 보다 맛있다고 자부합니다 ^.^ 실제로 많이 비교해가며 먹어봤어요. 오랜 시간과 정성을 드려 개발한 레시피 임으로 많은 분들이 맛있게 해드셔보셨으면 좋겠어요! 집에 있는 흔한 재료로 일본의 대표 가정식이자, 외식메뉴인 나포리탄의 정말 맛있는 레시피를 알려드릴게요! (°∀° )/",2인분,15분 이내,아무나
6901865,29635,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/13/ef930a2290e9929b91f4d81b156b46db1.jpg,chfhr0826,간단한 점심한끼 ! 참치고추장계란볶음밥,2018-12-13,2018-12-13,"고추장과 참치의 조합!
거기에 계란까지 들어가면..
맛없을리가 없죠!",2인분,20분 이내,초급
6901870,113001,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/13/e1adb760bff1a76e384bd52e8a684d0b1.jpg,kjo2456,추운 날씨에 몸을 녹여줄 뜨끈한 닭곰탕(김진옥요리가좋다),2018-12-13,2018-12-13,"함박눈이 내렸지요?
저도 바쁘게 지낸 하루였지만.. 추운날 바깥에서 고생했을 남편을 생각해서 뜨끈하게 닭곰탕 끓였습니다.
닭한마리만 있다면 4인가족 제대로 몸보신 할수 있습니다.
닭곰탕은 물의 양을 얼마 잡느냐에 따라 진한정도가 다르답니다.
오늘 레시피 참고하셔서 진한 닭곰탕으로 뜨끈한 저녁밥상 만들어보세요",4인분,60분 이내,중급
6901904,213780,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/13/4e566cd552398823e631f347f2f7da031.png,ksy9623,일식집st콘치즈 초간단 레시피!고소함 폭발!홈파티 맥주안주로 강추,2018-12-13,2018-12-14,일식집 가면 항상 리필해 먹게 되는 것 중 하나가 콘치즈인데요. 고소하면서 입에서 톡톡 터지는 식감이 참 좋지요. 간단한 맥주안주로 추천드립니다^0^,2인분,10분 이내,아무나
6901907,62351,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/05/1c6db9673c92815bf8b596d1ee11a30c1.jpg,rh0301,낙지볶음,2018-12-13,2018-12-14,생물낙지가 있어서 데치지 않고 집에 있는 재료를 사용해서 후다닥 낙지 볶음을 만들어 봤습니다.낙지를 다 먹고 남은 국물은 소면을 비벼 먹어도 맛있습니다,4인분,15분 이내,초급
6901922,32492,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/13/6f3b81453c58bfb19c5bedb5e8d63cf41.jpg,64857534,돼지고기 주물럭♡간편 요리법,2018-12-14,2018-12-14,남편이 주물럭이 먹고 싶다고 해요. 고기만 사고 채소는 냉장고에 있는 걸로 만들었더니 대파가 좀 시들시들 하네요~ 그래도 맛있어요^^,6인분 이상,60분 이내,초급
6901938,473125,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/14/2e5a56658f3abe62fa741b2958e3354e1.jpg,sseunghyee,크림파스타 만들기 크림스파게티 만드는 법 생각보다 간단해요 :),2018-12-14,2018-12-14,"예전에 크림파스타가 생각보다 만들기 쉽다고 들은 적이 있어서
이번 기회에 한번 만들어보기로 했어요.
진짜 간단해서 놀랬어요!
우리 같이 크림파스타 만들기 시작해보아요!",1인분,20분 이내,초급
6901939,109156,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/14/6ac1ecd65ac017a64626156691645eb81.jpg,gkdud2522,<찌망 요리레시피> 간단한 청경채 된장무침!,2018-12-14,2018-12-14,청경채도 무침으로 먹으면 맛있을것 같아서 만들었어요~,3인분,10분 이내,아무나
6901941,37173,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/14/460fb914db7c35090a917b517d0cabf61.jpg,37279613,"[초간단반찬] 메추리알/오뎅/햄/
섞어서 장조림하세요",2018-12-14,2018-12-17,"저희집 아이들은 메추리알로만 장조림을 하면
안먹어요 그래서 오뎅과 햄을 넣어 장조림을 해줘요
달콤짜조롬한 맛~아이들반찬으로 최고입니당~",4인분,15분 이내,아무나
